# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
1.9908,160.51,127.93,15.551,129.55,16.745,18.379,0.0016325,18.379,0.0050893,20.415,6.2103,52.262,-0.11805,9.8121,0.14556,-1.5058e-5,15.841,-0.056371,795.4,13.256,0.056454,5.3274e-4,54.084,43.649,1.8974,0.38515,6301397,34.919,14.328,0.58525,0.58529,0.29871,0.14725,0.13928,0.023057,0.042796,-3.8515e-4,0,0,0,0,5.7719e-4,0.011801,5.5,23.758,77.775,0.0051724,NaN,13.814,991.84,339.67,0.030474,0.020415
2.0213,164.42,128.4,14.402,130.04,14.865,19.004,0.0017349,19.004,0.0052308,20.566,3.6831,52.262,-0.11804,9.8121,0.26616,-1.4072e-5,-14.818,-0.028079,794.91,12.761,0.056439,5.3269e-4,54.027,43.638,1.8888,0.3865,6321260,33.773,14.428,0.5854,0.58552,0.29867,0.14731,0.13942,0.042328,0.080283,8.7442e-5,0,0,0,0,-5.016e-4,0.011847,5.5,23.758,78.255,0.0034708,NaN,13.788,991.39,339.65,0.036213,0.020547
2.0575,169.08,128.93,12.966,130.57,13.059,19.75,0.0018552,19.75,0.0053819,20.666,1.5601,52.262,-0.11803,9.8121,0.58332,-1.1256e-5,-8.3417,-0.021666,794.26,12.112,0.056419,5.3262e-4,53.876,43.625,1.8638,0.38793,6341974,32.868,14.542,0.58555,0.58616,0.29862,0.14737,0.13956,0.093716,0.17524,-2.7041e-4,0,0,0,0,-1.5781e-4,0.011896,5.5,23.758,78.688,0.0028948,NaN,13.758,990.84,339.64,0.016472,0.020691
2.074,171.2,129.15,12.754,130.79,12.781,20.091,0.0019091,20.091,0.0054445,20.686,0.83446,52.262,-0.11802,9.8121,0.70341,-1.0003e-5,-3.8911,-0.016914,793.74,11.598,0.056403,5.3256e-4,53.82,43.614,1.8555,0.38863,6352176,32.35,14.6,0.58563,0.58651,0.29859,0.1474,0.13963,0.11344,0.21011,-4.4644e-4,0,0,0,0,-3.4216e-5,0.011916,5.5,23.758,78.79,0.003795,NaN,13.744,990.59,339.63,0.013689,0.020825
2.0877,172.97,129.32,12.228,130.97,12.238,20.374,0.0019538,20.374,0.0054943,20.696,0.50961,52.262,-0.11802,9.8121,0.74114,-9.6047e-6,0.25315,-0.010274,793.45,11.304,0.056394,5.3253e-4,53.802,43.608,1.8535,0.38918,6360220,31.892,14.642,0.58569,0.58666,0.29857,0.14743,0.13969,0.11968,0.22148,3.7261e-4,0,0,0,0,1.4442e-7,0.011931,5.5,23.758,78.815,0.0046236,NaN,13.733,990.38,339.62,0.01295,0.020972
2.1006,174.65,129.48,11.642,131.12,11.652,20.642,0.001996,20.642,0.0055402,20.703,0.47814,52.262,-0.11801,9.8121,0.72533,-9.9012e-6,4.2432,-0.009764,793.19,11.045,0.056387,5.3251e-4,53.81,43.603,1.856,0.38969,6367487,31.443,14.677,0.58574,0.58668,0.29855,0.14745,0.13974,0.11707,0.21768,1.7618e-4,0,0,0,0,4.0471e-5,0.011945,5.5,23.758,78.785,0.0054279,NaN,13.722,990.19,339.61,0.013143,0.021107
2.1138,176.35,129.63,11.009,131.28,11.022,20.914,0.0020391,20.914,0.0055861,20.71,0.53923,52.262,-0.11801,9.8121,0.69379,-1.0012e-5,8.1808,-0.011265,792.94,10.791,0.056379,5.3248e-4,53.826,43.597,1.8598,0.39022,6375332,30.982,14.715,0.5858,0.58666,0.29853,0.14747,0.1398,0.11187,0.20785,-1.2345e-4,0,0,0,0,1.5002e-4,0.011959,5.5,23.758,78.704,0.0063046,NaN,13.711,989.99,339.61,0.013727,0.021283
2.1275,178.13,129.78,10.291,131.43,10.329,21.199,0.0020844,21.199,0.0056336,20.72,0.88319,52.262,-0.11801,9.8121,0.60936,-1.0582e-5,11.966,-0.01009,792.67,10.529,0.056371,5.3245e-4,53.867,43.592,1.8682,0.39076,6383126,30.478,14.749,0.58586,0.58652,0.29851,0.1475,0.13985,0.098005,0.18231,3.5259e-4,0,0,0,0,3.201e-4,0.011972,5.5,23.758,78.565,0.0070757,NaN,13.699,989.78,339.6,0.015608,0.021408
2.1431,180.16,129.94,9.3937,131.59,9.5219,21.522,0.0021365,21.522,0.0056878,20.74,1.5573,52.262,-0.118,9.8121,0.45981,-1.1695e-5,15.516,-0.017939,792.39,10.243,0.056362,5.3242e-4,53.939,43.586,1.8824,0.39135,6391502,29.855,14.784,0.58593,0.58631,0.29849,0.14752,0.13991,0.073608,0.13771,-3.3472e-5,0,0,0,0,5.3665e-4,0.011986,5.5,23.758,78.349,0.0078926,NaN,13.686,989.54,339.59,0.020604,0.021513
2.1637,182.84,130.13,8.0061,131.78,8.6134,21.95,0.0022068,21.95,0.0057604,20.789,3.177,52.262,-0.11799,9.8121,0.11614,-1.2905e-5,18.192,-0.060464,792.03,9.89,0.056351,5.3238e-4,54.107,43.579,1.9143,0.39194,6399621,28.97,14.817,0.58599,0.58602,0.29847,0.14755,0.13997,0.018392,0.034915,-2.0563e-5,0,0,0,0,7.3555e-4,0.012004,5.5,23.758,77.997,0.0087676,NaN,13.669,989.23,339.58,0.030906,0.021626
2.1946,186.86,130.36,5.763,132.03,8.1842,22.594,0.002316,22.594,0.005873,20.933,5.8111,52.262,-0.11799,9.8121,0.44846,-1.0886e-5,-15.839,-0.0061677,791.53,9.3881,0.056336,5.3233e-4,53.946,43.568,1.8869,0.39262,6408478,28.082,14.872,0.58607,0.58643,0.29845,0.14758,0.14004,0.071775,0.13571,-4.5876e-4,0,0,0,0,-5.5564e-4,0.01203,5.5,23.758,77.452,0.010077,NaN,13.642,988.75,339.57,0.020778,0.021732
2.2154,189.57,130.48,4.7114,132.17,8.5448,23.031,0.0023927,23.031,0.0059526,21.071,7.1286,52.262,-0.11798,9.8121,0.72105,-1.1018e-5,-10.536,-0.0082626,791.03,8.8845,0.056321,5.3228e-4,53.816,43.557,1.8653,0.393,6413120,27.502,14.911,0.58611,0.58704,0.29844,0.1476,0.14008,0.1164,0.2172,1.8107e-4,0,0,0,0,-2.4542e-4,0.012045,5.5,23.758,77.174,0.010977,NaN,13.625,988.44,339.56,0.012958,0.021842
2.2284,191.26,130.54,4.1752,132.25,8.6624,23.304,0.0024422,23.304,0.0060042,21.168,7.5898,52.262,-0.11797,9.812,0.82149,-1.1673e-5,-6.2233,-0.0058761,790.7,8.5558,0.056311,5.3224e-4,53.769,43.551,1.858,0.39321,6415520,27.084,14.931,0.58614,0.58733,0.29843,0.14761,0.1401,0.13303,0.247,-2.6337e-5,0,0,0,0,-8.5536e-5,0.012054,5.5,23.758,77.065,0.011009,NaN,13.614,988.24,339.55,0.011383,0.021951
2.2397,192.75,130.59,3.6617,132.31,8.5242,23.546,0.0024866,23.546,0.0060508,21.255,7.6977,52.262,-0.11797,9.812,0.85954,-1.2262e-5,-2.1067,-0.0076588,790.46,8.3186,0.056304,5.3222e-4,53.752,43.546,1.8556,0.39337,6417336,26.702,14.944,0.58616,0.58746,0.29842,0.14761,0.14012,0.13936,0.25886,-1.9239e-4,0,0,0,0,-9.7937e-6,0.012061,5.5,23.758,77.017,0.010856,NaN,13.604,988.06,339.54,0.010853,0.022068
2.2506,194.17,130.63,3.2166,132.36,8.2082,23.777,0.0025298,23.777,0.0060961,21.339,7.5516,52.262,-0.11797,9.812,0.85089,-1.2879e-5,1.8875,-0.0051533,790.25,8.1019,0.056297,5.322e-4,53.756,43.541,1.8572,0.39351,6418819,26.327,14.952,0.58617,0.58745,0.29842,0.14762,0.14013,0.13792,0.25602,4.313e-4,0,0,0,0,7.8564e-6,0.012068,5.5,23.758,77.016,0.010554,NaN,13.595,987.9,339.54,0.010966,0.022192
2.2616,195.6,130.66,2.8213,132.41,7.6771,24.011,0.0025742,24.011,0.0061425,21.42,7.1398,52.262,-0.11796,9.812,0.79378,-1.2801e-5,5.7743,-0.0047998,790.03,7.8893,0.05629,5.3217e-4,53.783,43.537,1.863,0.39365,6420208,25.937,14.956,0.58619,0.5873,0.29842,0.14763,0.14014,0.12844,0.23942,2.0231e-4,0,0,0,0,7.3482e-5,0.012074,5.5,23.758,77.059,0.010212,NaN,13.586,987.73,339.53,0.011719,0.022296
2.2733,197.13,130.7,2.4449,132.45,6.9138,24.263,0.0026224,24.263,0.0061927,21.501,6.4671,52.262,-0.11796,9.812,0.68999,-1.2267e-5,9.5296,-0.0028733,789.81,7.6683,0.056284,5.3215e-4,53.832,43.532,1.8728,0.39378,6421423,25.505,14.957,0.5862,0.58705,0.29841,0.14763,0.14016,0.11128,0.20825,-2.8409e-4,0,0,0,0,2.0001e-4,0.01208,5.5,23.758,77.149,0.0097957,NaN,13.576,987.55,339.53,0.013465,0.022407
2.2867,198.89,130.73,2.0509,132.5,5.8247,24.553,0.0026787,24.553,0.0062509,21.582,5.4517,52.262,-0.11796,9.812,0.52544,-1.1861e-5,13.071,-0.0041884,789.57,7.4229,0.056276,5.3212e-4,53.911,43.527,1.888,0.39391,6422480,24.971,14.955,0.58622,0.58671,0.29841,0.14764,0.14017,0.084309,0.15923,-2.6134e-4,0,0,0,0,3.7605e-4,0.012086,5.5,23.758,77.302,0.0093741,NaN,13.564,987.34,339.52,0.017601,0.022514
2.3043,201.19,130.77,1.5606,132.55,4.0976,24.934,0.0027534,24.934,0.0063272,21.666,3.7887,52.262,-0.11795,9.812,0.24542,-1.2347e-5,16.059,-0.0094959,789.26,7.1202,0.056267,5.3209e-4,54.046,43.52,1.9138,0.39406,6423678,24.215,14.953,0.58623,0.58634,0.2984,0.14765,0.14019,0.039033,0.073739,1.2277e-4,0,0,0,0,5.6727e-4,0.012092,5.5,23.758,77.561,0.0086425,NaN,13.549,987.07,339.51,0.026401,0.022619
2.3307,204.65,130.81,0.80833,132.61,1.1825,25.507,0.0028672,25.507,0.0064405,21.73,0.86311,52.262,-0.11794,9.812,0.26287,-1.1791e-5,-15.903,-0.0091271,788.84,6.6914,0.056254,5.3205e-4,54.038,43.511,1.9139,0.39432,6425938,23.168,14.968,0.58627,0.58639,0.29839,0.14766,0.14021,0.041832,0.081052,-3.7308e-4,0,0,0,0,-5.5558e-4,0.012099,5.5,23.758,77.996,0.0073262,NaN,13.527,986.67,339.5,0.034514,0.022724
2.3653,209.16,130.85,-0.33382,132.63,2.1861,26.257,0.0030166,26.257,0.0065827,21.708,2.1605,52.262,-0.11793,9.812,0.76492,-2.5693e-5,-7.8784,-6.8681e-5,788.24,6.0978,0.056236,5.3198e-4,53.798,43.499,1.8725,0.39455,6427020,22.367,15.001,0.58629,0.58733,0.29839,0.14767,0.14024,0.12367,0.23134,-1.8046e-4,0,0,0,0,-1.3621e-4,0.012101,5.5,23.758,78.426,0.0062282,NaN,13.497,986.14,339.48,0.012081,0.022841
2.3773,210.74,130.85,-0.2764,132.63,2.6943,26.519,0.003069,26.519,0.0066307,21.68,2.6801,52.262,-0.11793,9.812,0.85916,-2.5867e-5,-3.6051,5.0346e-4,787.79,5.6438,0.056222,5.3194e-4,53.753,43.489,1.8662,0.3946,6426894,21.975,15.009,0.5863,0.5876,0.29839,0.14767,0.14024,0.13931,0.26023,4.9016e-4,0,0,0,0,-2.8515e-5,0.0121,5.5,23.758,78.496,0.0060012,NaN,13.487,985.95,339.47,0.010737,0.022948
2.3881,212.15,130.85,-0.6685,132.62,3.0416,26.751,0.0031154,26.751,0.0066725,21.65,2.9672,52.262,-0.11792,9.812,0.89606,-2.6458e-5,0.49422,-3.0773e-4,787.57,5.4215,0.056215,5.3191e-4,53.736,43.485,1.8639,0.39462,6426560,21.613,15.011,0.5863,0.58772,0.29839,0.14767,0.14024,0.14546,0.27068,2.4459e-4,0,0,0,0,5.3584e-7,0.012098,5.5,23.758,78.513,0.0060039,NaN,13.478,985.79,339.47,0.010321,0.023087
2.3984,213.5,130.84,-1.1025,132.61,3.21,26.974,0.0031599,26.974,0.006712,21.619,3.0148,52.262,-0.11792,9.812,0.88921,-2.6373e-5,4.5016,2.6794e-5,787.36,5.2163,0.056209,5.3189e-4,53.739,43.48,1.8653,0.39464,6426014,21.258,15.01,0.5863,0.5877,0.29839,0.14767,0.14025,0.14432,0.26952,2.0992e-4,0,0,0,0,4.4454e-5,0.012097,5.5,23.758,78.487,0.0060945,NaN,13.469,985.63,339.46,0.010365,0.023208
2.4088,214.85,130.83,-1.5955,132.6,3.2,27.198,0.0032046,27.198,0.0067508,21.59,2.7739,52.262,-0.11792,9.812,0.82891,-2.6581e-5,8.3801,-8.7581e-4,787.16,5.0147,0.056202,5.3187e-4,53.768,43.476,1.8712,0.39462,6424925,20.89,15.001,0.5863,0.58752,0.29839,0.14767,0.14024,0.13428,0.25147,2.4841e-5,0,0,0,0,1.5407e-4,0.012095,5.5,23.758,78.42,0.0063216,NaN,13.46,985.47,339.46,0.011111,0.023311
2.4199,216.31,130.81,-2.1042,132.57,3.0975,27.438,0.0032525,27.438,0.0067918,21.562,2.2731,52.262,-0.11791,9.812,0.72131,-2.7009e-5,12.135,-0.004354,786.96,4.8151,0.056196,5.3185e-4,53.818,43.472,1.8812,0.39458,6423461,20.547,14.988,0.5863,0.58722,0.29839,0.14767,0.14024,0.11646,0.21895,-4.5868e-4,0,0,0,0,3.2316e-4,0.012092,5.5,23.758,78.306,0.0067664,NaN,13.451,985.3,339.45,0.012764,0.023413
2.4326,217.98,130.78,-2.6978,132.54,3.0711,27.713,0.0033075,27.713,0.0068381,21.538,1.4676,52.262,-0.11791,9.812,0.55474,-2.7098e-5,15.692,0.0019448,786.8,4.6579,0.056191,5.3183e-4,53.897,43.468,1.8962,0.39452,6421539,20.165,14.971,0.58629,0.58684,0.29839,0.14767,0.14023,0.089097,0.16868,-8.6773e-5,0,0,0,0,5.4052e-4,0.012089,5.5,23.758,78.127,0.0072775,NaN,13.44,985.1,339.44,0.016575,0.023528
2.4492,220.14,130.73,-3.5537,132.49,3.5591,28.07,0.0033792,28.07,0.0068975,21.525,0.19653,52.262,-0.1179,9.812,0.29053,-2.7466e-5,18.757,0.011776,786.67,4.5233,0.056187,5.3182e-4,54.025,43.465,1.9199,0.39443,6418702,19.625,14.949,0.58628,0.58644,0.2984,0.14766,0.14022,0.046274,0.088408,-2.2238e-6,0,0,0,0,7.7274e-4,0.012084,5.5,23.758,77.839,0.0075696,NaN,13.426,984.85,339.44,0.024863,0.023636
2.4741,223.39,130.64,-4.9157,132.4,5.191,28.605,0.0034874,28.605,0.0069851,21.546,1.668,52.262,-0.1179,9.8119,0.11048,-2.8775e-5,-19.697,0.031186,786.48,4.3332,0.056181,5.318e-4,54.113,43.461,1.9366,0.39428,6414469,18.815,14.929,0.58627,0.58629,0.2984,0.14766,0.14021,0.017496,0.034704,2.456e-4,0,0,0,0,-8.5288e-4,0.012076,5.5,23.758,77.352,0.0079345,NaN,13.405,984.47,339.42,0.037294,0.023756
2.5114,228.26,130.44,-6.9626,132.22,8.118,29.411,0.0036522,29.411,0.0071149,21.659,4.1741,52.262,-0.11788,9.8119,0.65685,-3.1376e-5,-13.447,-0.0044472,786.19,4.0481,0.056173,5.3177e-4,53.848,43.455,1.8895,0.39385,6404569,18.147,14.905,0.58622,0.58699,0.29842,0.14764,0.14016,0.10583,0.20073,-4.9485e-4,0,0,0,0,-3.984e-4,0.012063,5.5,23.758,76.708,0.0073653,NaN,13.373,983.9,339.4,0.013989,0.023871
2.5254,230.09,130.34,-7.2412,132.14,8.8308,29.714,0.0037146,29.714,0.0071626,21.725,5.0545,52.262,-0.11788,9.8119,0.82864,-3.104e-5,-8.9028,0.0026024,785.96,3.8129,0.056165,5.3174e-4,53.766,43.45,1.8756,0.39355,6398652,17.819,14.889,0.58619,0.5874,0.29844,0.14762,0.14013,0.13422,0.25204,4.1722e-4,0,0,0,0,-1.7491e-4,0.012058,5.5,23.758,76.551,0.0070279,NaN,13.361,983.68,339.4,0.011159,0.023973
2.5365,231.54,130.26,-7.6466,132.07,9.3737,29.957,0.0037645,29.957,0.0072001,21.784,5.4218,52.262,-0.11788,9.8119,0.91302,-3.1091e-5,-4.6869,-0.0015097,785.84,3.6976,0.056162,5.3173e-4,53.727,43.448,1.8688,0.3933,6393743,17.541,14.874,0.58617,0.58763,0.29845,0.14761,0.14011,0.14828,0.27696,3.2551e-4,0,0,0,0,-4.8539e-5,0.012053,5.5,23.758,76.475,0.0068586,NaN,13.352,983.51,339.39,0.010169,0.024074
2.5467,232.86,130.18,-7.9784,132,9.7022,30.179,0.0038102,30.179,0.0072338,21.84,5.5207,52.262,-0.11787,9.8119,0.94617,-3.0904e-5,-0.59891,-0.0043494,785.74,3.5997,0.056159,5.3172e-4,53.711,43.446,1.8663,0.39306,6389107,17.28,14.855,0.58614,0.58771,0.29845,0.1476,0.14008,0.15382,0.2867,-1.2126e-4,0,0,0,0,-7.9357e-7,0.012049,5.5,23.758,76.448,0.0066691,NaN,13.343,983.36,339.38,0.0098366,0.024187
2.5565,234.14,130.1,-8.2545,131.93,9.8762,30.394,0.0038544,30.394,0.0072659,21.895,5.4224,52.262,-0.11787,9.8119,0.94177,-3.0908e-5,3.404,-0.0065408,785.65,3.508,0.056156,5.3171e-4,53.713,43.444,1.867,0.39281,6384388,17.024,14.834,0.58611,0.58767,0.29846,0.14759,0.14006,0.15308,0.28608,-2.4958e-4,0,0,0,0,2.5669e-5,0.012044,5.5,23.758,76.462,0.0064823,NaN,13.335,983.21,339.38,0.0098711,0.024297
2.5664,235.43,130.02,-8.4833,131.86,9.9142,30.61,0.0038988,30.61,0.0072977,21.947,5.1309,52.262,-0.11787,9.8119,0.90058,-3.106e-5,7.3263,-0.0029036,785.56,3.4176,0.056153,5.317e-4,53.731,43.442,1.8708,0.39256,6379469,16.76,14.808,0.58609,0.58751,0.29847,0.14758,0.14003,0.14619,0.27358,1.5176e-4,0,0,0,0,1.1906e-4,0.012039,5.5,23.758,76.515,0.0064314,NaN,13.327,983.06,339.37,0.010337,0.024399
2.5767,236.77,129.94,-8.6755,131.78,9.8314,30.837,0.0039453,30.837,0.0073304,21.998,4.6253,52.262,-0.11786,9.8119,0.81878,-3.1408e-5,11.154,-0.0053228,785.47,3.3249,0.05615,5.3169e-4,53.769,43.44,1.8781,0.39228,6374177,16.477,14.778,0.58606,0.58724,0.29849,0.14757,0.14,0.13257,0.24884,6.3721e-5,0,0,0,0,2.7637e-4,0.012033,5.5,23.758,76.61,0.0064884,NaN,13.318,982.9,339.37,0.011382,0.024509
2.5881,238.25,129.84,-8.8437,131.7,9.6513,31.088,0.0039966,31.088,0.0073658,22.047,3.8647,52.262,-0.11786,9.8119,0.68853,-3.1313e-5,14.846,-0.0056391,785.37,3.2253,0.056147,5.3168e-4,53.831,43.438,1.8896,0.39196,6368189,16.152,14.742,0.58602,0.58686,0.2985,0.14755,0.13997,0.11102,0.20882,3.6387e-4,0,0,0,0,4.9041e-4,0.012027,5.5,23.758,76.759,0.0066786,NaN,13.308,982.73,339.36,0.013587,0.024676
2.6017,240.01,129.72,-9.0048,131.59,9.4026,31.388,0.0040579,31.388,0.0074073,22.093,2.7059,52.262,-0.11786,9.8119,0.48213,-3.1481e-5,18.286,-0.0080202,785.26,3.1107,0.056144,5.3167e-4,53.929,43.435,1.9078,0.39158,6361000,15.722,14.698,0.58598,0.5864,0.29851,0.14753,0.13993,0.077238,0.14636,2.7384e-4,0,0,0,0,7.4545e-4,0.012019,5.5,23.758,76.985,0.0070283,NaN,13.297,982.52,339.36,0.019426,0.024791
2.6211,242.53,129.55,-9.1855,131.42,9.1986,31.817,0.0041457,31.817,0.0074655,22.125,0.49111,52.262,-0.11785,9.8119,0.070136,-3.1627e-5,20.596,-0.047742,785.1,2.9593,0.056139,5.3166e-4,54.129,43.432,1.9448,0.39112,6352061,15.089,14.648,0.58593,0.58594,0.29853,0.14751,0.13989,0.011089,0.020401,-1.9675e-4,0,0,0,0,9.48e-4,0.012005,5.5,23.758,77.369,0.0079932,NaN,13.281,982.22,339.35,0.029139,0.024906
2.6503,246.3,129.29,-9.5967,131.16,9.9541,32.462,0.0042789,32.462,0.0075523,22.095,2.6432,52.262,-0.11784,9.8119,0.51501,-3.018e-5,-17.651,-0.0058119,784.88,2.7365,0.056132,5.3163e-4,53.911,43.428,1.9062,0.39037,6337656,14.473,14.594,0.58585,0.58633,0.29856,0.14748,0.13981,0.082583,0.15791,1.157e-4,0,0,0,0,-6.9901e-4,0.011981,5.5,23.758,77.943,0.010259,NaN,13.256,981.78,339.33,0.018127,0.025024
2.6684,248.64,129.12,-9.6861,130.99,10.547,32.862,0.004363,32.862,0.007607,22.034,4.1736,52.262,-0.11783,9.8119,0.80116,-3.0875e-5,-12.493,-0.010455,784.66,2.5197,0.056125,5.3161e-4,53.775,43.423,1.8822,0.38988,6328483,14.084,14.569,0.5858,0.58693,0.29858,0.14746,0.13976,0.12962,0.24417,-7.1767e-6,0,0,0,0,-3.5105e-4,0.011965,5.5,23.758,78.219,0.011683,NaN,13.241,981.51,339.32,0.011754,0.025129
2.6801,250.16,129.01,-9.8208,130.87,10.954,33.121,0.0044183,33.121,0.0076432,21.981,4.853,52.262,-0.11783,9.8119,0.92419,-3.0789e-5,-8.1646,-0.0066159,784.53,2.3827,0.056121,5.3159e-4,53.717,43.42,1.8722,0.38955,6322266,13.797,14.55,0.58577,0.58727,0.29859,0.14744,0.13973,0.15009,0.28135,-1.7795e-4,0,0,0,0,-1.5021e-4,0.011953,5.5,23.758,78.341,0.012611,NaN,13.231,981.33,339.32,0.010219,0.025233
2.6904,251.48,128.91,-10.045,130.76,11.321,33.345,0.0044669,33.345,0.0076754,21.93,5.2206,52.262,-0.11783,9.8119,0.98552,-3.103e-5,-4.0249,-0.002065,784.43,2.2819,0.056118,5.3158e-4,53.688,43.418,1.8673,0.38926,6316696,13.539,14.53,0.58573,0.58744,0.2986,0.14743,0.1397,0.16035,0.29924,-2.1612e-4,0,0,0,0,-3.6559e-5,0.011942,5.5,23.758,78.404,0.013074,NaN,13.222,981.18,339.31,0.009624,0.02534
2.7,252.72,128.81,-10.305,130.66,11.615,33.556,0.0045132,33.556,0.0077062,21.879,5.3594,52.262,-0.11782,9.8119,1.0029,-3.0873e-5,0.020852,-0.0013408,784.34,2.1909,0.056115,5.3157e-4,53.679,43.416,1.8661,0.38897,6311310,13.29,14.507,0.5857,0.58747,0.29862,0.14742,0.13967,0.16327,0.30434,1.6446e-4,0,0,0,0,0,0.011932,5.5,23.758,78.423,0.013242,NaN,13.214,981.03,339.31,0.0094776,0.025501
2.7095,253.94,128.71,-10.615,130.55,11.822,33.763,0.0045593,33.763,0.0077371,21.829,5.2026,52.262,-0.11782,9.8119,0.96352,-3.1315e-5,3.9541,-0.0042337,784.25,2.1033,0.056112,5.3157e-4,53.697,43.414,1.8697,0.38865,6305418,13.038,14.477,0.58567,0.5873,0.29863,0.1474,0.13964,0.15666,0.29281,-3.0712e-5,0,0,0,0,3.5396e-5,0.011922,5.5,23.758,78.404,0.013284,NaN,13.206,980.89,339.3,0.0098679,0.025665
2.7193,255.21,128.61,-10.979,130.44,12.003,33.978,0.0046078,33.978,0.0077699,21.78,4.8516,52.262,-0.11782,9.8119,0.88527,-3.1299e-5,7.8021,-0.0037557,784.16,2.0145,0.05611,5.3156e-4,53.734,43.412,1.8766,0.38831,6299156,12.769,14.442,0.58563,0.58701,0.29864,0.14739,0.1396,0.14358,0.26939,2.6372e-4,0,0,0,0,1.3806e-4,0.011911,5.5,23.758,78.346,0.013255,NaN,13.198,980.74,339.3,0.010746,0.025771
2.7301,256.59,128.49,-11.417,130.31,12.193,34.212,0.0046611,34.212,0.0078062,21.731,4.2806,52.262,-0.11781,9.8118,0.7616,-3.118e-5,11.533,-0.0058412,784.06,1.92,0.056107,5.3155e-4,53.791,43.41,1.8875,0.38793,6292197,12.466,14.402,0.58559,0.58662,0.29866,0.14737,0.13956,0.12304,0.23148,-8.3795e-5,0,0,0,0,3.0227e-4,0.011899,5.5,23.758,78.242,0.013109,NaN,13.189,980.58,339.29,0.012532,0.025875
2.7426,258.2,128.35,-11.98,130.16,12.459,34.484,0.0047241,34.484,0.0078492,21.683,3.4216,52.262,-0.11781,9.8118,0.57578,-3.1669e-5,15.066,-0.0090785,783.96,1.8132,0.056103,5.3153e-4,53.879,43.408,1.9038,0.38747,6283899,12.086,14.354,0.58554,0.58614,0.29867,0.14735,0.13952,0.09248,0.1752,-3.3014e-4,0,0,0,0,5.1704e-4,0.011884,5.5,23.758,78.074,0.012774,NaN,13.179,980.39,339.29,0.016599,0.02598
2.7592,260.33,128.14,-12.795,129.96,12.976,34.843,0.0048085,34.843,0.0079071,21.638,2.1541,52.262,-0.11781,9.8118,0.29533,-3.1859e-5,18.097,-0.0049251,783.82,1.6796,0.056099,5.3152e-4,54.013,43.405,1.9288,0.38687,6272918,11.546,14.293,0.58548,0.58564,0.2987,0.14733,0.13946,0.047013,0.089637,-2.8167e-4,0,0,0,0,7.4844e-4,0.011865,5.5,23.758,77.796,0.011922,NaN,13.165,980.14,339.28,0.024898,0.026085
2.7841,263.51,127.82,-14.098,129.63,14.1,35.382,0.004937,35.382,0.0079948,21.61,0.2553,52.262,-0.1178,9.8118,0.14303,-3.1014e-5,-18.855,-6.994e-4,783.63,1.4892,0.056093,5.315e-4,54.087,43.401,1.9429,0.38595,6256147,10.735,14.214,0.58538,0.58542,0.29873,0.14729,0.13936,0.022657,0.04463,2.1163e-4,0,0,0,0,-8.1637e-4,0.011836,5.5,23.758,77.327,0.010012,NaN,13.144,979.76,339.26,0.037347,0.0262
2.8214,268.28,127.28,-15.862,129.11,15.925,36.189,0.0051316,36.189,0.0081246,21.645,1.4164,52.262,-0.11779,9.8118,0.56276,-3.0368e-5,-12.591,0.0062711,783.35,1.2037,0.056085,5.3147e-4,53.882,43.395,1.9067,0.38461,6231842,10.025,14.118,0.58524,0.58581,0.29879,0.14723,0.13923,0.090328,0.17256,3.677e-4,0,0,0,0,-3.6663e-4,0.011791,5.5,23.758,76.721,0.0080812,NaN,13.113,979.21,339.25,0.017119,0.026319
2.8386,270.46,127.01,-16.097,128.85,16.177,36.56,0.0052211,36.56,0.0081824,21.673,1.6061,52.262,-0.11778,9.8118,0.61563,-3.0467e-5,-8.3752,0.0078765,783.1,0.95391,0.056077,5.3144e-4,53.856,43.389,1.903,0.38401,6220823,9.5974,14.071,0.58518,0.58585,0.29881,0.1472,0.13917,0.098972,0.18812,1.156e-4,0,0,0,0,-1.6273e-4,0.011769,5.5,23.758,76.541,0.0078643,NaN,13.099,978.95,339.24,0.015754,0.026422
