# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.74117,28.43,71.158,71.59,71.397,77.874,0.48201,6.2086e-6,0.48201,7.3801e-4,5.8372,30.648,52.262,-0.11831,9.8126,4.4354,0,9.1669,-2.0647e-4,837.79,55.648,0.057675,5.3719e-4,52.087,44.484,1.3825,0.21342,3532710,77.212,4.5922,0.57252,0.6015,0.30515,0.14144,0.12592,0.79014,1.0914,4.1891e-4,0,0,0,0,6.276e-4,0.0064086,5.5,23.758,74.113,7.9677e-4,NaN,14.672,1007.3,340.19,0.0087862,0.0093426
0.74996,29.058,71.788,71.339,72.047,77.419,0.53447,7.3188e-6,0.53447,7.8458e-4,6.1045,30.073,52.262,-0.11831,9.8125,4.1776,0,13.104,-5.1783e-4,837.38,55.232,0.057664,5.3715e-4,52.186,44.476,1.4018,0.21543,3565824,76.896,4.6565,0.5726,0.59862,0.30507,0.14149,0.12603,0.73888,1.0345,-1.1904e-4,0,0,0,0,0.0012586,0.0064695,5.5,23.758,74.211,7.7761e-4,NaN,14.668,1007.3,340.19,0.0090961,0.0094482
0.75905,29.714,72.437,71.065,72.718,76.953,0.59124,8.5662e-6,0.59124,8.3014e-4,6.3761,29.522,52.262,-0.11831,9.8125,3.9726,0,17.054,-6.9763e-4,836.95,54.804,0.057652,5.3711e-4,52.265,44.468,1.4177,0.21744,3598780,76.569,4.7259,0.57268,0.59644,0.30499,0.14154,0.12615,0.69859,0.98792,5.1093e-5,0,0,0,0,0.0020928,0.0065325,5.5,23.758,74.348,7.5188e-4,NaN,14.664,1007.2,340.19,0.0093486,0.0095551
0.7684,30.394,73.103,70.82,73.404,76.468,0.65213,9.951e-6,0.65213,8.7429e-4,6.6496,28.84,52.262,-0.11831,9.8125,3.7306,0,20.984,-7.9373e-4,836.51,54.362,0.05764,5.3706e-4,52.361,44.46,1.4366,0.21949,3632476,76.232,4.7949,0.57276,0.59395,0.3049,0.14159,0.12626,0.65157,0.9332,-1.5546e-4,0,0,0,0,0.0031096,0.006597,5.5,23.758,74.526,7.2223e-4,NaN,14.659,1007.1,340.18,0.0097116,0.0096864
0.77811,31.108,73.791,70.6,74.116,75.954,0.71806,1.1499e-5,0.71806,9.1751e-4,6.9263,28.011,52.262,-0.11831,9.8125,3.4476,0,24.884,-5.447e-4,836.05,53.905,0.057627,5.3701e-4,52.474,44.451,1.4587,0.2216,3667302,75.879,4.8647,0.57284,0.59118,0.30482,0.14164,0.12638,0.5973,0.86734,-2.7588e-4,0,0,0,0,0.0042898,0.0066638,5.5,23.758,74.749,6.8848e-4,NaN,14.655,1007,340.18,0.010249,0.0097946
0.78836,31.868,74.516,70.397,74.864,75.402,0.7905,1.3251e-5,0.7905,9.6047e-4,7.209,27.012,52.262,-0.11831,9.8125,3.1169,0,28.745,3.0175e-4,835.57,53.427,0.057614,5.3696e-4,52.608,44.442,1.4847,0.22383,3703862,75.502,4.937,0.57294,0.58815,0.30472,0.1417,0.12651,0.53487,0.78874,3.5504e-4,0,0,0,0,0.0056111,0.0067341,5.5,23.758,75.024,6.7749e-4,NaN,14.65,1006.9,340.18,0.011046,0.0099087
0.79941,32.695,75.295,70.204,75.668,74.795,0.87175,1.5277e-5,0.87175,0.0010041,7.5015,25.802,52.262,-0.1183,9.8125,2.7278,-3.6471e-7,32.551,-2.9902e-4,835.06,52.917,0.0576,5.3691e-4,52.77,44.432,1.5158,0.22621,3743044,75.089,5.0143,0.57304,0.5849,0.30463,0.14176,0.12665,0.46281,0.69447,-3.1813e-4,0,0,0,0,0.0070447,0.0068095,5.5,23.758,75.363,6.7689e-4,NaN,14.644,1006.8,340.17,0.01228,0.010015
0.81169,33.625,76.159,70.022,76.559,74.103,0.96579,1.7695e-5,0.96579,0.0010498,7.8098,24.253,52.262,-0.1183,9.8125,2.227,-4.4201e-7,36.246,2.8825e-4,834.5,52.358,0.057584,5.3685e-4,52.983,44.422,1.5566,0.22888,3786824,74.614,5.1005,0.57316,0.58124,0.30452,0.14183,0.12681,0.37227,0.57113,-3.9649e-4,0,0,0,0,0.0085326,0.0068929,5.5,23.758,75.786,6.9698e-4,NaN,14.638,1006.7,340.17,0.014584,0.010121
0.82627,34.743,77.183,69.797,77.612,73.259,1.0822,2.0801e-5,1.0822,0.0011013,8.1502,22.254,52.262,-0.1183,9.8125,1.5974,-3.466e-7,39.741,-0.0010644,833.86,51.714,0.057566,5.3678e-4,53.261,44.41,1.6094,0.23202,3838473,74.007,5.2078,0.5733,0.57757,0.30439,0.14191,0.127,0.26201,0.41202,-3.2809e-4,0,0,0,0,0.0099817,0.0069914,5.5,23.758,76.341,7.0273e-4,NaN,14.631,1006.6,340.17,0.019669,0.010226
0.84594,36.275,78.56,69.421,79.026,72.075,1.2466,2.539e-5,1.2466,0.0011669,8.5617,19.38,52.262,-0.1183,9.8125,0.71902,0,42.683,-2.7912e-4,833.04,50.893,0.057544,5.3669e-4,53.668,44.394,1.6862,0.23622,3907441,73.137,5.3675,0.5735,0.5744,0.30423,0.14202,0.12725,0.11477,0.18241,4.9024e-4,0,0,0,0,0.011109,0.0071228,5.5,23.758,77.156,7.5595e-4,NaN,14.621,1006.4,340.16,0.029503,0.010333
0.87544,38.623,80.615,68.664,81.124,70.257,1.5071,3.3133e-5,1.5071,0.0012597,9.0709,14.875,52.262,-0.11829,9.8125,0.61722,0,-42.675,-0.0032437,831.86,49.715,0.057511,5.3657e-4,53.721,44.372,1.6999,0.24246,4009879,71.874,5.6541,0.57381,0.57448,0.30398,0.14219,0.12764,0.098234,0.17725,-2.6353e-4,0,0,0,0,-0.010541,0.0073165,5.5,23.758,78.428,6.0904e-4,NaN,14.606,1006.1,340.15,0.041844,0.010439
0.91729,42.056,83.495,67.183,84.042,67.803,1.8979,4.5673e-5,1.8979,0.0013789,9.5715,9.1476,52.262,-0.11829,9.8125,2.0275,-9.9454e-7,-33.552,-0.0044125,830.15,48.005,0.057463,5.3639e-4,53.085,44.339,1.5901,0.25093,4148707,70.908,6.1227,0.57426,0.58103,0.30365,0.14242,0.12819,0.33727,0.54199,-1.2048e-5,0,0,0,0,-0.0060838,0.0075826,5.5,23.758,80.054,5.7474e-4,NaN,14.584,1005.7,340.14,0.012771,0.01055
0.93006,43.128,84.361,67.382,84.915,67.853,2.0208,4.9852e-5,2.0208,0.0014134,9.6817,7.9765,52.262,-0.11829,9.8125,2.2678,-1.029e-6,-29.267,-0.0035209,828.84,46.697,0.057427,5.3625e-4,52.983,44.314,1.5761,0.25339,4188902,70.482,6.2611,0.57439,0.58278,0.30355,0.14249,0.12835,0.38004,0.60345,-2.2711e-4,0,0,0,0,-0.0045398,0.0076615,5.5,23.758,80.456,8.0363e-4,NaN,14.577,1005.6,340.13,0.011243,0.010657
0.9413,44.081,85.119,66.967,85.678,67.334,2.1302,5.3678e-5,2.1302,0.0014438,9.7663,7.0197,52.262,-0.11829,9.8125,2.4267,-8.8225e-7,-25.091,-0.0033481,828.27,46.121,0.05741,5.3619e-4,52.917,44.303,1.5661,0.25553,4223995,70.1,6.3807,0.57452,0.58405,0.30347,0.14256,0.12849,0.40865,0.64279,-4.7548e-4,0,0,0,0,-0.003281,0.0077303,5.5,23.758,80.762,9.9764e-4,NaN,14.57,1005.5,340.13,0.010377,0.010763
0.95168,44.968,85.815,66.555,86.376,66.845,2.2319,5.7342e-5,2.2319,0.0014721,9.8355,6.2202,52.262,-0.11828,9.8125,2.5568,-9.9153e-7,-20.964,-0.001992,827.75,45.603,0.057396,5.3614e-4,52.864,44.294,1.5582,0.25752,4256546,69.745,6.492,0.57463,0.58516,0.3034,0.14261,0.12862,0.4323,0.67584,3.6359e-4,0,0,0,0,-0.0022552,0.0077931,5.5,23.758,81.001,0.0011291,NaN,14.565,1005.4,340.13,0.0097163,0.01087
0.9614,45.805,86.462,66.195,87.025,66.404,2.3277,6.0894e-5,2.3277,0.0014989,9.8915,5.2662,52.262,-0.11828,9.8125,2.7775,-1.1762e-6,-16.76,-0.0023348,827.28,45.138,0.057383,5.3609e-4,52.773,44.285,1.5433,0.2595,4288933,69.433,6.6128,0.57474,0.58705,0.30332,0.14267,0.12875,0.47274,0.73151,-1.1479e-4,0,0,0,0,-0.0014196,0.0078514,5.5,23.758,81.184,0.0012636,NaN,14.559,1005.3,340.12,0.0088394,0.010976
0.97024,46.572,87.047,65.858,87.612,66.014,2.4153,6.4232e-5,2.4153,0.0015237,9.935,4.5364,52.262,-0.11828,9.8125,2.9365,-1.1629e-6,-12.619,-0.0026741,826.91,44.77,0.057372,5.3605e-4,52.709,44.278,1.5329,0.26129,4318164,69.153,6.7202,0.57485,0.58851,0.30325,0.14272,0.12888,0.5022,0.77059,3.7558e-4,0,0,0,0,-7.9385e-4,0.0079039,5.5,23.758,81.315,0.001405,NaN,14.554,1005.2,340.12,0.0082761,0.011097
0.97851,47.294,87.592,65.517,88.158,65.638,2.4977,6.7452e-5,2.4977,0.0015473,9.9704,3.9826,52.262,-0.11828,9.8125,3.0478,-1.3503e-6,-8.5159,-0.0031068,826.62,44.476,0.057364,5.3602e-4,52.664,44.272,1.5259,0.26295,4345337,68.888,6.8179,0.57495,0.58959,0.30319,0.14277,0.12899,0.523,0.79828,1.3451e-4,0,0,0,0,-3.5696e-4,0.0079527,5.5,23.758,81.402,0.0015802,NaN,14.55,1005.1,340.12,0.0078879,0.011216
0.9864,47.987,88.109,65.178,88.674,65.276,2.5765,7.0612e-5,2.5765,0.0015703,10,3.5804,52.262,-0.11828,9.8125,3.1194,-1.531e-6,-4.4415,-0.0033172,826.34,44.199,0.057356,5.3599e-4,52.637,44.267,1.5218,0.26452,4371063,68.633,6.9078,0.57504,0.59034,0.30313,0.14282,0.1291,0.53645,0.81658,-1.7046e-4,0,0,0,0,-9.5949e-5,0.0079989,5.5,23.758,81.453,0.0017602,NaN,14.545,1005,340.11,0.0076193,0.011327
0.99402,48.66,88.605,64.837,89.171,64.921,2.6528,7.3753e-5,2.6528,0.0015929,10.027,3.3145,52.262,-0.11828,9.8125,3.1561,-1.5907e-6,-0.39043,-0.002286,826.08,43.933,0.057349,5.3596e-4,52.623,44.261,1.5203,0.26603,4395759,68.386,6.9915,0.57514,0.59077,0.30307,0.14286,0.1292,0.54338,0.82647,5.7364e-5,0,0,0,0,-7.3305e-7,0.0080431,5.5,23.758,81.472,0.0018978,NaN,14.541,1005,340.11,0.0074425,0.011441
1.0015,49.322,89.088,64.487,89.653,64.568,2.7275,7.6909e-5,2.7275,0.0016156,10.051,3.2298,52.262,-0.11828,9.8125,3.1414,-1.5903e-6,3.6345,-0.0021218,825.82,43.674,0.057342,5.3594e-4,52.63,44.256,1.5225,0.26748,4419427,68.143,7.0667,0.57522,0.59072,0.30302,0.14291,0.1293,0.54066,0.82322,-4.6163e-4,0,0,0,0,6.2841e-5,0.0080861,5.5,23.758,81.46,0.0020116,NaN,14.536,1004.9,340.11,0.0073908,0.01155
1.0089,49.982,89.564,64.109,90.129,64.204,2.8019,8.0131e-5,2.8019,0.0016386,10.076,3.485,52.262,-0.11828,9.8125,3.0184,-1.4559e-6,7.5843,-0.0020632,825.56,43.42,0.057334,5.3591e-4,52.681,44.252,1.5326,0.26883,4441534,67.897,7.1255,0.57531,0.5897,0.30296,0.14295,0.1294,0.51768,0.79347,-3.799e-4,0,0,0,0,2.7089e-4,0.0081286,5.5,23.758,81.418,0.0020866,NaN,14.532,1004.8,340.11,0.0075905,0.011656
1.0164,50.664,90.05,63.705,90.615,63.822,2.8785,8.3533e-5,2.8785,0.0016627,10.104,3.8631,52.262,-0.11827,9.8125,2.865,-1.3686e-6,11.511,-0.0016301,825.31,43.163,0.057327,5.3588e-4,52.745,44.247,1.5452,0.27022,4464127,67.643,7.1832,0.57539,0.58845,0.30291,0.14299,0.12949,0.48918,0.75515,1.5336e-5,0,0,0,0,6.1762e-4,0.008172,5.5,23.758,81.346,0.0021514,NaN,14.528,1004.7,340.1,0.0078939,0.011763
1.0243,51.376,90.553,63.269,91.118,63.42,2.9583,8.7175e-5,2.9583,0.0016884,10.137,4.3749,52.262,-0.11827,9.8125,2.6778,-1.4375e-6,15.413,-0.0016735,825.04,42.897,0.05732,5.3585e-4,52.824,44.242,1.5605,0.27165,4487507,67.377,7.2409,0.57549,0.58699,0.30286,0.14303,0.12959,0.45475,0.70891,-4.9253e-5,0,0,0,0,0.0010957,0.008217,5.5,23.758,81.239,0.0021977,NaN,14.523,1004.6,340.1,0.00832,0.011869
1.0327,52.132,91.079,62.792,91.645,62.994,3.0428,9.1128e-5,3.0428,0.0017159,10.176,5.0357,52.262,-0.11827,9.8125,2.4526,-1.4521e-6,19.275,-0.0019377,824.76,42.619,0.057312,5.3582e-4,52.92,44.236,1.5789,0.27315,4512023,67.094,7.2999,0.57558,0.58533,0.3028,0.14308,0.1297,0.41375,0.65146,1.5167e-4,0,0,0,0,0.0016948,0.0082642,5.5,23.758,81.095,0.0022436,NaN,14.518,1004.6,340.1,0.0089539,0.01198
1.0416,52.95,91.64,62.256,92.209,62.532,3.1342,9.5517e-5,3.1342,0.0017462,10.225,5.8717,52.262,-0.11827,9.8125,2.1813,-1.2023e-6,23.09,-0.0020624,824.47,42.322,0.057303,5.3579e-4,53.037,44.23,1.6012,0.27476,4538266,66.785,7.3621,0.57569,0.58349,0.30274,0.14313,0.12981,0.36503,0.58193,3.3899e-4,0,0,0,0,0.0024038,0.0083148,5.5,23.758,80.905,0.0022955,NaN,14.513,1004.5,340.09,0.0099063,0.012093
1.0515,53.861,92.256,61.636,92.828,62.02,3.2358,1.0054e-4,3.2358,0.0017803,10.288,6.8951,52.262,-0.11827,9.8125,1.8625,-1.5158e-6,26.829,-0.002948,824.14,41.999,0.057294,5.3576e-4,53.177,44.224,1.6279,0.27654,4567310,66.435,7.4326,0.5758,0.58157,0.30267,0.14319,0.12994,0.30873,0.49913,1.6378e-4,0,0,0,0,0.0032039,0.0083705,5.5,23.758,80.657,0.002343,NaN,14.507,1004.4,340.09,0.011401,0.012199
1.0629,54.917,92.957,60.903,93.534,61.428,3.3535,1.0654e-4,3.3535,0.0018203,10.374,8.0148,52.262,-0.11827,9.8125,1.5358,-1.1662e-6,30.523,-0.0034915,823.78,41.633,0.057284,5.3572e-4,53.324,44.217,1.6559,0.27865,4601662,66.026,7.5238,0.57594,0.57992,0.3026,0.14325,0.13009,0.25207,0.41358,-2.4443e-4,0,0,0,0,0.0040843,0.0084343,5.5,23.758,80.33,0.0024235,NaN,14.5,1004.2,340.09,0.013551,0.012305
1.0765,56.182,93.779,59.979,94.365,60.727,3.4949,1.14e-4,3.4949,0.001869,10.493,9.5053,52.262,-0.11827,9.8125,1.11,-8.6608e-7,34.009,-0.00401,823.35,41.205,0.057272,5.3568e-4,53.52,44.209,1.693,0.28113,4642141,65.502,7.635,0.57611,0.57822,0.3025,0.14333,0.13027,0.17982,0.29963,3.0993e-4,0,0,0,0,0.0049818,0.0085097,5.5,23.758,79.891,0.0024285,NaN,14.492,1004.1,340.08,0.018374,0.012411
1.0948,57.915,94.875,58.608,95.476,59.762,3.6894,1.2469e-4,3.6894,0.0019365,10.688,11.687,52.262,-0.11826,9.8125,0.49374,-9.0307e-7,36.927,-0.012661,822.8,40.657,0.057256,5.3562e-4,53.813,44.198,1.7482,0.28446,4696402,64.749,7.7956,0.57633,0.57676,0.30238,0.14344,0.13052,0.078469,0.1313,3.9127e-4,0,0,0,0,0.0057368,0.008611,5.5,23.758,79.236,0.0025566,NaN,14.481,1003.9,340.07,0.027561,0.012517
1.1224,60.552,96.474,56.339,97.106,58.344,3.9889,1.4213e-4,3.9889,0.0020415,11.061,15.162,52.262,-0.11826,9.8125,0.49241,-2.2061e-6,-36.786,-0.01165,822.01,39.869,0.057234,5.3554e-4,53.818,44.183,1.7519,0.2893,4775266,63.697,8.0655,0.57667,0.5771,0.3022,0.14359,0.13088,0.078279,0.14223,-1.235e-4,0,0,0,0,-0.0055043,0.0087612,5.5,23.758,78.207,0.0023969,NaN,14.463,1003.6,340.06,0.036547,0.012623
1.159,64.115,98.501,53.26,99.194,56.662,4.4043,1.6764e-4,4.4043,0.0021808,11.7,19.337,52.262,-0.11825,9.8124,1.593,-1.334e-5,-28.13,-0.0010586,820.91,38.768,0.057202,5.3542e-4,53.313,44.162,1.664,0.29551,4876223,62.912,8.4745,0.57712,0.5814,0.30197,0.1438,0.13135,0.2622,0.43936,-2.8455e-4,0,0,0,0,-0.0030852,0.0089565,5.5,23.758,76.995,0.0015223,NaN,14.44,1003.2,340.05,0.011338,0.01273
1.1703,65.235,99.108,52.921,99.823,56.751,4.5383,1.7596e-4,4.5383,0.0022215,11.927,20.495,52.262,-0.11825,9.8124,1.8493,-1.3042e-5,-23.776,0.001121,820.09,37.947,0.057179,5.3533e-4,53.201,44.145,1.6465,0.29737,4906494,62.567,8.6037,0.57726,0.58296,0.3019,0.14386,0.1315,0.30682,0.50723,-6.6256e-5,0,0,0,0,-0.0021765,0.0090159,5.5,23.758,76.7,0.0014219,NaN,14.433,1003,340.05,0.0096952,0.012836
1.18,66.199,99.62,52.256,100.36,56.398,4.6549,1.8322e-4,4.6549,0.0022552,12.13,21.214,52.262,-0.11825,9.8124,2.0217,-1.3027e-5,-19.567,4.2449e-4,819.73,37.586,0.057169,5.353e-4,53.127,44.138,1.6343,0.29895,4932137,62.263,8.712,0.57737,0.58414,0.30184,0.14391,0.13162,0.3372,0.55301,-4.4599e-4,0,0,0,0,-0.0014586,0.0090665,5.5,23.758,76.489,0.0013972,NaN,14.427,1002.9,340.04,0.0087984,0.012955
1.1888,67.077,100.08,51.681,100.83,56.056,4.7624,1.8994e-4,4.7624,0.0022851,12.319,21.709,52.262,-0.11825,9.8124,2.138,-1.3169e-5,-15.432,0.001975,819.41,37.268,0.057159,5.3526e-4,53.078,44.132,1.6265,0.30037,4955187,61.984,8.8072,0.57748,0.58501,0.30179,0.14396,0.13173,0.3579,0.58343,3.6107e-4,0,0,0,0,-8.987e-4,0.0091121,5.5,23.758,76.335,0.0013958,NaN,14.421,1002.8,340.04,0.0082604,0.013069
1.197,67.906,100.5,51.177,101.28,55.716,4.8649,1.9634e-4,4.8649,0.0023124,12.5,22.026,52.262,-0.11825,9.8124,2.2112,-1.3087e-5,-11.345,5.8336e-4,819.12,36.976,0.057151,5.3523e-4,53.048,44.127,1.622,0.3017,4976640,61.718,8.8932,0.57758,0.58561,0.30174,0.14401,0.13183,0.371,0.6025,-3.1298e-4,0,0,0,0,-4.8146e-4,0.0091546,5.5,23.758,76.225,0.0013958,NaN,14.416,1002.7,340.03,0.0079286,0.013177
1.205,68.704,100.91,50.739,101.7,55.366,4.9648,2.0259e-4,4.9648,0.0023379,12.676,22.156,52.262,-0.11824,9.8124,2.2374,-1.2958e-5,-7.2955,0.0016442,818.84,36.698,0.057143,5.352e-4,53.038,44.121,1.6212,0.30297,4997259,61.461,8.9717,0.57768,0.58589,0.3017,0.14405,0.13193,0.37571,0.60951,-3.581e-4,0,0,0,0,-1.9744e-4,0.0091952,5.5,23.758,76.151,0.0014145,NaN,14.41,1002.6,340.03,0.0077714,0.013289
1.2127,69.49,101.3,50.353,102.12,55.001,5.0639,2.088e-4,5.0639,0.0023625,12.849,22.127,52.262,-0.11824,9.8124,2.2252,-1.2737e-5,-3.2827,0.0020912,818.57,36.428,0.057135,5.3517e-4,53.044,44.116,1.6233,0.30421,5017431,61.206,9.0449,0.57777,0.5859,0.30165,0.14409,0.13203,0.37356,0.60597,4.6578e-4,0,0,0,0,-3.965e-5,0.0092347,5.5,23.758,76.109,0.0014628,NaN,14.405,1002.5,340.03,0.0077527,0.013397
1.2205,70.277,101.69,50.006,102.52,54.618,5.1642,2.1509e-4,5.1642,0.0023864,13.02,21.965,52.262,-0.11824,9.8124,2.1825,-1.2952e-5,0.70581,0.0019563,818.31,36.162,0.057128,5.3515e-4,53.063,44.111,1.6278,0.30544,5037413,60.95,9.1144,0.57787,0.58571,0.3016,0.14413,0.13213,0.36595,0.59527,-7.1988e-5,0,0,0,0,1.8182e-6,0.0092739,5.5,23.758,76.1,0.0015112,NaN,14.4,1002.4,340.03,0.0078281,0.013503
1.2283,71.074,102.09,49.695,102.93,54.213,5.2668,2.2155e-4,5.2668,0.0024101,13.191,21.666,52.262,-0.11824,9.8124,2.1094,-1.3046e-5,4.6655,0.0015083,818.04,35.895,0.05712,5.3512e-4,53.096,44.105,1.6347,0.30668,5057450,60.69,9.1813,0.57796,0.58531,0.30156,0.14418,0.13223,0.35294,0.5764,-5.054e-5,0,0,0,0,7.8807e-5,0.0093132,5.5,23.758,76.121,0.0015824,NaN,14.395,1002.3,340.02,0.0080191,0.013609
1.2363,71.895,102.48,49.414,103.35,53.78,5.3733,2.2827e-4,5.3733,0.002434,13.363,21.226,52.262,-0.11824,9.8124,2.0045,-1.3061e-5,8.5953,0.002153,817.77,35.623,0.057112,5.3509e-4,53.143,44.1,1.6442,0.30794,5077836,60.422,9.2467,0.57806,0.58473,0.30151,0.14422,0.13233,0.33437,0.54905,-1.2655e-4,0,0,0,0,2.6531e-4,0.0093532,5.5,23.758,76.174,0.0016573,NaN,14.39,1002.2,340.02,0.0083495,0.013715
1.2447,72.752,102.9,49.158,103.78,53.311,5.4856,2.3538e-4,5.4856,0.0024585,13.539,20.63,52.262,-0.11824,9.8124,1.8652,-1.2897e-5,12.486,0.0024273,817.49,35.342,0.057104,5.3506e-4,53.205,44.094,1.6565,0.30924,5098914,60.14,9.312,0.57816,0.58397,0.30147,0.14427,0.13243,0.30984,0.5131,6.1263e-5,0,0,0,0,5.5514e-4,0.0093946,5.5,23.758,76.262,0.001761,NaN,14.384,1002.1,340.02,0.008859,0.013828
1.2536,73.666,103.33,48.931,104.24,52.792,5.6063,2.4307e-4,5.6063,0.0024842,13.718,19.818,52.262,-0.11823,9.8124,1.6752,-1.3138e-5,16.318,0.0021979,817.19,35.046,0.057096,5.3503e-4,53.29,44.089,1.673,0.31063,5121332,59.835,9.3789,0.57827,0.58299,0.30142,0.14431,0.13254,0.27671,0.46215,-2.6207e-4,0,0,0,0,9.3974e-4,0.0094382,5.5,23.758,76.39,0.0018761,NaN,14.378,1002,340.01,0.0097478,0.013935
1.2633,74.675,103.81,48.724,104.74,52.196,5.741,2.5171e-4,5.741,0.0025121,13.907,18.717,52.262,-0.11823,9.8124,1.4162,-1.2765e-5,20.038,0.002365,816.87,34.727,0.057086,5.3499e-4,53.408,44.082,1.6956,0.31216,5146165,59.488,9.4513,0.5784,0.58181,0.30136,0.14437,0.13267,0.2321,0.39235,2.641e-4,0,0,0,0,0.0014033,0.0094857,5.5,23.758,76.568,0.0020224,NaN,14.372,1001.9,340.01,0.011369,0.014042
1.2747,75.859,104.37,48.501,105.32,51.485,5.9003,2.6204e-4,5.9003,0.0025446,14.112,17.273,52.262,-0.11823,9.8124,1.0808,-1.2731e-5,23.601,7.941e-4,816.51,34.365,0.057076,5.3496e-4,53.563,44.075,1.7251,0.31393,5174887,59.061,9.5372,0.57854,0.58055,0.30129,0.14443,0.13281,0.17532,0.30081,2.598e-4,0,0,0,0,0.0019248,0.0095405,5.5,23.758,76.816,0.0021323,NaN,14.364,1001.8,340,0.014661,0.014176
1.2893,77.394,105.08,48.204,106.05,50.555,6.109,2.7576e-4,6.109,0.0025863,14.352,15.234,52.262,-0.11823,9.8124,0.6122,-1.2581e-5,26.767,-2.0625e-4,816.06,33.918,0.057063,5.3491e-4,53.785,44.066,1.7671,0.3162,5211530,58.46,9.654,0.57872,0.57938,0.30121,0.14451,0.133,0.097873,0.17016,2.5582e-4,0,0,0,0,0.0024405,0.0096102,5.5,23.758,77.188,0.0022469,NaN,14.354,1001.6,340,0.021991,0.01431
1.3113,79.716,106.14,47.599,107.15,49.187,6.428,2.9719e-4,6.428,0.002649,14.655,12.399,52.262,-0.11822,9.8124,0.0015191,-1.3369e-5,-28.271,-0.24591,815.43,33.289,0.057045,5.3484e-4,54.085,44.054,1.8239,0.31941,5263350,57.558,9.8416,0.57898,0.57898,0.30109,0.14463,0.13326,2.3822e-4,0.0035942,-2.0126e-4,0,0,0,0,-0.0026682,0.0097125,5.5,23.758,77.799,0.0024287,NaN,14.339,1001.3,339.99,0.032987,0.014467
1.3443,83.244,107.71,46.442,108.75,47.27,6.9175,3.3126e-4,6.9175,0.0027438,15.007,8.8101,52.262,-0.11822,9.8124,0.69195,-1.3678e-5,-24.961,-0.0028237,814.49,32.346,0.057018,5.3474e-4,53.755,44.035,1.7672,0.3239,5335756,56.674,10.138,0.57936,0.5802,0.30093,0.14479,0.13364,0.11096,0.19814,1.8397e-4,0,0,0,0,-0.0020228,0.0098606,5.5,23.758,78.694,0.002689,NaN,14.316,1000.9,339.97,0.020905,0.014586
1.3652,85.506,108.69,46.041,109.74,46.512,7.233,3.541e-4,7.233,0.002805,15.171,6.6016,52.262,-0.11821,9.8124,1.1272,-1.407e-5,-19.711,3.2739e-4,813.57,31.421,0.056991,5.3465e-4,53.554,44.017,1.734,0.32681,5382525,56.122,10.346,0.57961,0.5818,0.30083,0.1449,0.13388,0.18328,0.31928,2.4676e-4,0,0,0,0,-0.0012391,0.009951,5.5,23.758,79.165,0.0029944,NaN,14.301,1000.6,339.97,0.012741,0.014699
1.378,86.894,109.28,45.765,110.34,46.088,7.4268,3.6851e-4,7.4268,0.0028429,15.248,5.4469,52.262,-0.11821,9.8124,1.3458,-1.336e-5,-15.292,-3.3942e-4,812.99,30.843,0.056974,5.3459e-4,53.456,44.006,1.7182,0.32858,5411011,55.74,10.476,0.57976,0.58286,0.30076,0.14496,0.13404,0.22034,0.3794,-1.1995e-4,0,0,0,0,-7.3779e-4,0.010005,5.5,23.758,79.389,0.0030555,NaN,14.292,1000.5,339.96,0.010606,0.014807
1.3886,88.056,109.77,45.399,110.83,45.64,7.5889,3.8077e-4,7.5889,0.0028748,15.302,4.6851,52.262,-0.11821,9.8124,1.4769,-1.3402e-5,-11.069,-0.0027719,812.59,30.443,0.056963,5.3454e-4,53.398,43.998,1.7091,0.33003,5434408,55.408,10.58,0.57989,0.5836,0.30071,0.14502,0.13416,0.24281,0.41551,2.1177e-4,0,0,0,0,-3.8317e-4,0.010049,5.5,23.758,79.529,0.0031767,NaN,14.285,1000.3,339.96,0.0095982,0.014912
